success,spl,distance_to_goal,object_goal
1.0,0.3038470575509997,0.1505773514509201,Find the <sofa>.
0.0,0.0,8.258030891418457,Find the <potted_plant>.
0.0,0.0,2.8854899406433105,Find the <potted_plant>.
0.0,0.0,0.04330163821578026,Find the <bed>.
1.0,0.3585957689826161,0.03149581700563431,Find the <toilet>.
0.0,0.0,3.4123802185058594,Find the <chair>.
0.0,0.0,4.4553141593933105,Find the <sofa>.
1.0,0.1923183269552882,0.10312427580356598,Find the <chair>.
0.0,0.0,4.264337539672852,Find the <chair>.
0.0,0.0,1.862170696258545,Find the <potted_plant>.
0.0,0.0,10.850239753723145,Find the <television_set>.
0.0,0.0,4.23636531829834,Find the <chair>.
0.0,0.0,12.209871292114258,Find the <sofa>.
0.0,0.0,5.354061126708984,Find the <toilet>.
0.0,0.0,18.421463012695312,Find the <television_set>.
0.0,0.0,19.257343292236328,Find the <television_set>.
0.0,0.0,12.172026634216309,Find the <television_set>.
0.0,0.0,2.8299951553344727,Find the <television_set>.
0.0,0.0,10.372859001159668,Find the <television_set>.
0.0,0.0,15.018709182739258,Find the <television_set>.
1.0,0.2996235010163119,0.12806282937526703,Find the <television_set>.
1.0,0.6679139871569298,0.0895758792757988,Find the <television_set>.
0.0,0.0,13.927550315856934,Find the <chair>.
0.0,0.0,4.1099443435668945,Find the <toilet>.
0.0,0.0,5.82712984085083,Find the <chair>.
0.0,0.0,3.125197410583496,Find the <chair>.
1.0,0.6003146245967498,0.03499378263950348,Find the <sofa>.
0.0,0.0,1.6275537014007568,Find the <sofa>.
0.0,0.0,2.489300489425659,Find the <toilet>.
0.0,0.0,21.510953903198242,Find the <toilet>.
1.0,0.11930011673232639,0.09418979287147522,Find the <sofa>.
0.0,0.0,0.4126404821872711,Find the <potted_plant>.
1.0,0.5884556959182354,0.10050877183675766,Find the <toilet>.
1.0,0.4652281326454309,0.07810848206281662,Find the <sofa>.
1.0,0.3562991447168545,0.047882188111543655,Find the <bed>.
0.0,0.0,9.551206588745117,Find the <chair>.
0.0,0.0,0.5802140235900879,Find the <potted_plant>.
1.0,0.31838598433684584,0.040507812052965164,Find the <sofa>.
1.0,0.3292820620801208,0.03848686069250107,Find the <chair>.
1.0,0.12643639111920937,0.031798191368579865,Find the <bed>.
1.0,0.10972803518148791,0.01923990808427334,Find the <sofa>.
0.0,0.0,14.697883605957031,Find the <television_set>.
0.0,0.0,4.097820281982422,Find the <potted_plant>.
0.0,0.0,12.050668716430664,Find the <television_set>.
1.0,0.46079733082400604,0.11207989603281021,Find the <sofa>.
0.0,0.0,1.8285012245178223,Find the <chair>.
0.0,0.0,10.989341735839844,Find the <bed>.
0.0,0.0,2.7971630096435547,Find the <chair>.
0.0,0.0,1.142894983291626,Find the <sofa>.
0.0,0.0,3.4360270500183105,Find the <toilet>.
0.0,0.0,6.777976989746094,Find the <toilet>.
0.0,0.0,3.7954301834106445,Find the <chair>.
0.0,0.0,11.407360076904297,Find the <bed>.
1.0,0.6427429028158037,0.05963858589529991,Find the <bed>.
1.0,0.0992252333581042,0.06485501676797867,Find the <toilet>.
1.0,0.21029437585597835,0.07186540961265564,Find the <potted_plant>.
0.0,0.0,6.475551605224609,Find the <television_set>.
1.0,0.2826408624474546,0.07918552309274673,Find the <sofa>.
0.0,0.0,11.461712837219238,Find the <toilet>.
1.0,0.11329198783248023,0.1501288264989853,Find the <sofa>.
1.0,0.22912885401338898,0.15520019829273224,Find the <bed>.
0.0,0.0,8.281716346740723,Find the <bed>.
0.0,0.0,11.449217796325684,Find the <bed>.
1.0,0.6362251152431448,0.17293685674667358,Find the <toilet>.
0.0,0.0,1.9938114881515503,Find the <toilet>.
