success,spl,distance_to_goal,object_goal
0.0,0.0,7.959090232849121,Find the <potted_plant>.
0.0,0.0,9.15877914428711,Find the <potted_plant>.
0.0,0.0,2.4417927265167236,Find the <toilet>.
0.0,0.0,9.006051063537598,Find the <chair>.
1.0,0.4932538975040648,0.06890662014484406,Find the <sofa>.
1.0,0.4276583155307231,0.05722508206963539,Find the <bed>.
0.0,0.0,13.502880096435547,Find the <television_set>.
0.0,0.0,10.35256576538086,Find the <television_set>.
0.0,0.0,14.350914001464844,Find the <television_set>.
0.0,0.0,3.746004104614258,Find the <chair>.
0.0,0.0,0.6065331697463989,Find the <potted_plant>.
1.0,0.45387478556532956,0.03171941637992859,Find the <sofa>.
0.0,0.0,19.15431785583496,Find the <television_set>.
1.0,0.11343361243224424,0.039408426731824875,Find the <bed>.
1.0,0.3116284465775527,0.019886722788214684,Find the <sofa>.
0.0,0.0,3.542241334915161,Find the <chair>.
1.0,0.27996743663214585,0.04464571550488472,Find the <sofa>.
1.0,0.5668692231628507,0.10497332364320755,Find the <sofa>.
0.0,0.0,0.03381538391113281,Find the <potted_plant>.
0.0,0.0,4.115997791290283,Find the <chair>.
0.0,0.0,9.949906349182129,Find the <television_set>.
1.0,0.2552204134764907,0.021014858037233353,Find the <chair>.
1.0,0.2113235511722107,0.025265589356422424,Find the <chair>.
0.0,0.0,0.36015358567237854,Find the <sofa>.
0.0,0.0,5.118297100067139,Find the <television_set>.
1.0,0.6393278449103842,0.021939195692539215,Find the <chair>.
0.0,0.0,4.069991111755371,Find the <sofa>.
0.0,0.0,4.06480073928833,Find the <toilet>.
1.0,0.18613506419290154,0.11299458891153336,Find the <chair>.
1.0,0.1021181803893741,0.014411651529371738,Find the <chair>.
0.0,0.0,7.155370712280273,Find the <sofa>.
0.0,0.0,9.80105209350586,Find the <bed>.
1.0,0.4709766226241817,0.12216965109109879,Find the <sofa>.
0.0,0.0,0.5257031321525574,Find the <potted_plant>.
1.0,0.29684672264401035,0.15439341962337494,Find the <bed>.
1.0,0.3995239536304758,0.15496307611465454,Find the <bed>.
1.0,0.8632189866351488,0.15209558606147766,Find the <sofa>.
1.0,0.46274721704202676,0.1526416540145874,Find the <sofa>.
1.0,0.11003230928180231,0.2006349116563797,Find the <bed>.
1.0,0.310190547597529,0.07876696437597275,Find the <chair>.
0.0,0.0,11.545498847961426,Find the <bed>.
0.0,0.0,11.827682495117188,Find the <bed>.
0.0,0.0,8.589059829711914,Find the <toilet>.
1.0,0.2897484717276173,0.08571389317512512,Find the <chair>.
1.0,0.17150470128056786,0.1580168455839157,Find the <bed>.
1.0,0.40100357551561755,0.07480466365814209,Find the <toilet>.
0.0,0.0,2.2946712970733643,Find the <sofa>.
1.0,0.6240684082995798,0.0975859984755516,Find the <television_set>.
0.0,0.0,0.1055820882320404,Find the <toilet>.
0.0,0.0,6.809352397918701,Find the <chair>.
0.0,0.0,3.3333568572998047,Find the <chair>.
0.0,0.0,2.950420618057251,Find the <television_set>.
0.0,0.0,15.195585250854492,Find the <toilet>.
0.0,0.0,4.126750946044922,Find the <bed>.
0.0,0.0,2.750438690185547,Find the <chair>.
0.0,0.0,2.7971630096435547,Find the <chair>.
1.0,0.5702258658103305,0.1508992314338684,Find the <sofa>.
1.0,0.098444800686578,0.05908876284956932,Find the <bed>.
1.0,0.21282640181099396,0.05713484063744545,Find the <television_set>.
1.0,0.3959447121075117,0.18635907769203186,Find the <sofa>.
0.0,0.0,5.662298202514648,Find the <chair>.
0.0,0.0,7.996641159057617,Find the <potted_plant>.
1.0,0.2430700068588612,0.05148222669959068,Find the <bed>.
0.0,0.0,7.537476062774658,Find the <toilet>.
0.0,0.0,9.696406364440918,Find the <sofa>.
1.0,0.6536629595326935,0.10818009823560715,Find the <bed>.
0.0,0.0,6.408087730407715,Find the <bed>.
0.0,0.0,8.22819995880127,Find the <chair>.
0.0,0.0,9.684008598327637,Find the <television_set>.
0.0,0.0,0.6779754161834717,Find the <toilet>.
1.0,0.5157707807187216,0.15108896791934967,Find the <television_set>.
0.0,0.0,6.3113861083984375,Find the <toilet>.
1.0,0.29388678581981165,0.1507449597120285,Find the <television_set>.
1.0,0.5533023336192618,0.05362047255039215,Find the <chair>.
0.0,0.0,7.839462757110596,Find the <potted_plant>.
1.0,0.34257038250359484,0.052747901529073715,Find the <toilet>.
0.0,0.0,1.0018657445907593,Find the <toilet>.
0.0,0.0,5.1574835777282715,Find the <potted_plant>.
1.0,0.18452511441643443,0.15271656215190887,Find the <chair>.
0.0,0.0,0.4691482484340668,Find the <television_set>.
0.0,0.0,2.4285454750061035,Find the <chair>.
1.0,0.17015051587834026,0.029473258182406425,Find the <bed>.
1.0,0.3617742392691929,0.15515516698360443,Find the <sofa>.
0.0,0.0,1.3619539737701416,Find the <sofa>.
1.0,0.14493833134603948,0.07515206933021545,Find the <potted_plant>.
1.0,0.13780357902223295,0.06790076941251755,Find the <potted_plant>.
1.0,0.2245242327587962,0.03380792215466499,Find the <television_set>.
0.0,0.0,1.9340753555297852,Find the <chair>.
0.0,0.0,4.000116348266602,Find the <bed>.
1.0,0.20653866624723508,0.04617791622877121,Find the <bed>.
0.0,0.0,2.665283441543579,Find the <television_set>.
1.0,0.471047585210269,0.0375499501824379,Find the <sofa>.
0.0,0.0,0.47399258613586426,Find the <television_set>.
1.0,0.2600786932604514,0.1563800871372223,Find the <television_set>.
0.0,0.0,1.8920819759368896,Find the <potted_plant>.
0.0,0.0,3.504068374633789,Find the <chair>.
0.0,0.0,5.03904914855957,Find the <chair>.
1.0,0.5614289946541936,0.1068442091345787,Find the <sofa>.
0.0,0.0,2.705172538757324,Find the <bed>.
0.0,0.0,6.147496700286865,Find the <chair>.
