success,spl,distance_to_goal,object_goal
0.0,0.0,1.571936845779419,Find the <sofa>.
0.0,0.0,3.2842752933502197,Find the <potted_plant>.
0.0,0.0,4.478979587554932,Find the <potted_plant>.
0.0,0.0,6.153100490570068,Find the <bed>.
0.0,0.0,4.418559551239014,Find the <toilet>.
1.0,0.08507410704397728,0.0453675240278244,Find the <chair>.
0.0,0.0,6.148416519165039,Find the <sofa>.
1.0,0.09642382954272757,0.03208071365952492,Find the <chair>.
0.0,0.0,2.2158803939819336,Find the <chair>.
0.0,0.0,0.08554460108280182,Find the <potted_plant>.
0.0,0.0,2.6780519485473633,Find the <television_set>.
0.0,0.0,6.254071235656738,Find the <chair>.
0.0,0.0,11.759074211120605,Find the <sofa>.
0.0,0.0,19.546037673950195,Find the <toilet>.
0.0,0.0,23.548236846923828,Find the <television_set>.
0.0,0.0,15.728423118591309,Find the <television_set>.
0.0,0.0,12.33651351928711,Find the <television_set>.
0.0,0.0,10.5259370803833,Find the <television_set>.
0.0,0.0,14.573548316955566,Find the <television_set>.
0.0,0.0,13.955595970153809,Find the <television_set>.
1.0,0.12856441988428688,0.10197261720895767,Find the <television_set>.
0.0,0.0,0.09851185232400894,Find the <television_set>.
0.0,0.0,12.661535263061523,Find the <chair>.
1.0,0.19990856815671904,0.028484510257840157,Find the <toilet>.
0.0,0.0,6.564764499664307,Find the <chair>.
1.0,0.3329170436532989,0.11369133740663528,Find the <chair>.
0.0,0.0,4.962892532348633,Find the <sofa>.
0.0,0.0,3.5370302200317383,Find the <sofa>.
0.0,0.0,2.489300489425659,Find the <toilet>.
0.0,0.0,2.034618377685547,Find the <toilet>.
0.0,0.0,9.143880844116211,Find the <sofa>.
0.0,0.0,8.323335647583008,Find the <potted_plant>.
1.0,0.1685364427369247,0.10580523312091827,Find the <toilet>.
1.0,0.3198442515594509,0.05662428215146065,Find the <sofa>.
1.0,0.08614813978342524,0.19396814703941345,Find the <bed>.
0.0,0.0,8.731422424316406,Find the <chair>.
0.0,0.0,8.415477752685547,Find the <potted_plant>.
0.0,0.0,1.4802682399749756,Find the <sofa>.
1.0,0.42248365854394715,0.045329976826906204,Find the <chair>.
0.0,0.0,3.747664451599121,Find the <bed>.
0.0,0.0,3.3729381561279297,Find the <sofa>.
0.0,0.0,22.969816207885742,Find the <television_set>.
0.0,0.0,0.019256627187132835,Find the <potted_plant>.
